video_id,title,view_count,like_count,comment_count,duration,duration_seconds,upload_date,upload_hour,day_of_week,category
Vy7rLTIvwEI,Infinix Note 50 Series က မနှစ်ကထက်ဘာတွေပိုထူးမလဲ?,65640,2388,184,11:51,711,2025-06-06,13:30,Friday,Showcases
8zYnXmKE2Yk,Honor X9c Smart 5G : Showcase,22462,1123,45,9:25,565,2025-06-06,05:18,Friday,uncategorized
z9WESeVKPds,OPPO Find N5 : နောက်ဆုံးပေါ်အကြမ်းဆုံး Foldable? 🔥,28381,1326,62,13:00,780,2025-06-05,12:31,Thursday,Showcases
yw8929kWpPg,Samsung Galaxy S25 Edge : အပါးခေတ်ပြန်လာပြီလား?,77615,2845,185,13:47,827,2025-06-02,13:30,Monday,Review
i1TERrH4-XI,သုံးသိန်းခွဲအောက် Performance အကောင်းဆုံး Official ဖုန်း? : POCO C71 Showcase,106866,4146,213,7:23,443,2025-05-31,12:30,Saturday,Unboxing
XE55yZZS-Pk,Infinix Note 50 Pro and Note 50 Unboxing & First Impression,51824,2163,187,8:03,483,2025-05-30,13:30,Friday,Showcases
NtidrD-ZsNo,Google Pixel 9a : ဈေးကြီးတဲ့ Brand ရဲ့ ဈေးသက်သာတဲ့ Model,56701,2287,134,12:12,732,2025-05-28,12:30,Wednesday,Review
d-yNVs8k-WA,လိုတရ Company ကြီး Amazon,201281,8785,293,33:09,1989,2025-05-24,12:30,Saturday,Knowledge
3wnMM7AXhrQ,Internet ရဲ့ လူမိုက် ရပ်ကွက် သို့မဟုတ် 4chan,312586,14115,465,18:06,1086,2025-05-23,13:00,Friday,Knowledge
qUCUjJ3Qz78,ဆရာကျကျ Facebook သုံးကြမယ်,58099,4052,142,13:35,815,2025-05-22,12:31,Thursday,Knowledge
fOqFc3L_a6c,Huawei Watch Fit 4 Series : Smartwatch လောကရဲ့ Price to Performance အကောင်းဆုံး ?,58490,1681,133,11:32,692,2025-05-21,11:39,Wednesday,Showcases
9rLe1YPVDq4,Samsung ရဲ့ နောက်ဆုံးထွက် ဖုန်းသုံးလုံးကို ယှဥ်သုံးကြည့်လိုက်တဲ့ အခါ,233120,7010,432,18:20,1100,2025-05-20,13:00,Tuesday,Showcases
FMpEYelFkHs,၃သိန်းတန်ဖုန်းက ဘယ်လိုနေမလဲ : itel A90 Showcase,70097,2857,228,8:24,504,2025-05-17,12:30,Saturday,uncategorized
ivTZo-PWQiA,OPPO A5 Pro : Showcase,38691,1511,121,12:29,749,2025-05-09,12:30,Friday,Showcases
FOE7VgSJpxQ,ဘယ်သူမှသတိမထားမိတဲ့ မြန်မာနိုင်ငံမှာ အတန်ဆုံးဖုန်း CMF Phone 1,303462,11101,451,13:02,782,2025-05-08,14:00,Thursday,Review
HbCp2X-3igQ,Nothing Phone (3a) : မြန်မာနိုင်ငံ နဲ့ကိုက်လား?,91326,3203,199,18:44,1124,2025-05-06,12:30,Tuesday,Review
p8dVxS7UzAY,TWS တစ်ခုမှာ အသံကောင်းရင်ရပြီဆိုတဲ့လူတွေ ဒါပဲပြေးဝယ်,50190,2170,120,13:23,803,2025-05-05,12:30,Monday,Review
48gKkmSwfj8,Itel Power 70 : ဈေးသက်သာပြီး Battery ခံချင်ရင်...,43925,1847,134,7:57,477,2025-05-01,13:13,Thursday,Showcases
l0ntwJSrQfw,OPPO A5 Pro : Unboxing,29986,1430,94,6:49,409,2025-04-30,13:30,Wednesday,Showcases
Cr7AbHfGB1s,TECNO CAMON 40 Pro : ၁၀သိန်းတန်မှာ Camera ကောင်းချင်ရင်...,71350,2393,191,14:19,859,2025-04-29,12:30,Tuesday,Showcases
ooWaAc9vbWM,vivo X200 Ultra : ကင်မရာဝင်စားတဲ့ဖုန်း,123600,4552,279,14:21,861,2025-04-28,14:01,Monday,Review
wvKR60UY9aY,Official Global ထဲက Price to Performance ကောင်းချင်တဲ့သူတွေအတွက် POCO X7 Pro,27531,1065,21,1:30,90,2025-04-27,15:24,Sunday,Shorts
eAozpNplLSQ,လက်ရှိ ၁၀ သိန်းဝန်းကျင်မှာ အကောင်းဆုံး Laptop,193625,7399,301,16:53,1013,2025-04-27,13:18,Sunday,Review
2EWDe5Up7X0,QR Code တွေဘယ်လိုအလုပ်လုပ်သလဲ?,178137,9497,299,13:41,821,2025-04-26,12:30,Saturday,Knowledge
Ra86bjdn6sU,အင်တာနက်သုံးရတာ ပျော်စရာမကောင်းတော့ဘူး,8363,357,19,1:28,88,2025-04-25,09:08,Friday,Knowledge
06L4U695cTM,Huawei Mate X6 : Huawei ခေါက်ဖုန်းတွေ ဘယ်အဆင့်ရောက်နေပြီလဲ?,6470,186,8,0:49,49,2025-04-25,09:06,Friday,Showcases
l5cRgAe1j3Q,Huawei Mate X6 : Huawei ခေါက်ဖုန်းတွေ ဘယ်အဆင့်ရောက်နေပြီလဲ?,77252,3031,200,18:34,1114,2025-04-24,12:30,Thursday,Showcases
AqTU62n_jUk,Dark Web: လူတိုင်းအတွက်မဟုတ်တဲ့ internet တစ်နေရာ,123196,8102,323,12:34,754,2025-04-23,12:30,Wednesday,Knowledge
CmigDuJVmb8,Honor X9C : မာကြမ်းကြမ်း Battery အကြီးကြီးနဲ့ဖုန်း,94600,3326,305,7:52,472,2025-03-27,13:30,Thursday,Showcases
vjNgaspwylE,POCO X7 Pro : ဂိမ်းဆော့မှာဆို ဒါသာဝယ်,197751,7110,477,12:28,748,2025-03-25,12:30,Tuesday,Showcases
TpqaU4c2Gec,Asus vivobook S14 : ကျောင်းသုံး Laptop ဝယ်ခိုင်းပြီး Game ခိုးဆော့မယ်,86157,2876,162,18:20,1100,2025-03-24,12:30,Monday,Showcases
zgINgJtxlxA,TV တစ်လုံးပေါ်မှာ Google Experience ဆိုတာ ဘယ်လိုမျိုးလဲ?,47937,1903,85,16:05,965,2025-03-23,12:31,Sunday,Showcases
8aRAnfLlBlI,၂၀၂၅ မှာမဝယ်သင့်တော့တဲ့ laptopတွေ,136522,4756,255,20:47,1247,2025-03-19,13:00,Wednesday,Knowledge
3sHW4VigTkc,Youtube ကိုဆရာကျကျ ဘယ်လိုသုံးမလဲ?,369134,28950,1148,12:31,751,2025-03-12,12:30,Wednesday,Tips & Tricks
lWN7S7hc2KY,Honor X5b plus : Budget King??,46662,2007,114,6:38,398,2025-03-08,12:30,Saturday,uncategorized
2y-AI62A10g,ဘယ်တော့မှ ဝယ်လို့မရမယ့် ပေါက်ကရ ၄၀ ဖုန်းသောက်ဆန်းကြီးများ,87199,3523,130,16:54,1014,2025-03-06,13:30,Thursday,First Impressions
vAjVQRonIvQ,တစ်သိန်းကျော်ကျော်နဲ့ မထင်ရလောက်အောင် မိုက်တဲ့ Mouse,35144,1711,126,8:41,521,2025-03-05,13:01,Wednesday,Review
xxNa8o09JC0,vivo V50 : နှုတ်ခမ်းနီဖုန်း,70983,2611,137,9:37,577,2025-03-04,12:31,Tuesday,Showcases
0jmiRZ2SaBQ,OPPO Reno13 နဲ့ Game ဆော့ရတာ ဘယ်လိုနေလဲ,49956,2278,155,9:54,594,2025-03-02,12:30,Sunday,Showcases
xvIINC-erug,Viber Plus ကိုဘယ်လိုလူတွေဝယ်သုံးသင့်လဲ?,25798,1105,87,6:52,412,2025-03-01,14:19,Saturday,Showcases
1dKi9_KHLqg,itel fan တွေအတွက် အသစ်ထွက်လာတဲ့ ဖုန်းပါးပါးပေါ့ပေါ့လေး...,59557,2398,160,8:57,537,2025-02-28,12:30,Friday,Showcases
r4OvXwtaaEE,Itel fan တွေအတွက် အသစ်ထွက်လာတဲ့ ဖုန်းပါးပါးပေါ့ပေါ့လေး... #S25Ultra #S25 #S25Series #itel,9860,380,16,1:09,69,2025-02-28,11:25,Friday,uncategorized
annxkSWTah4,ဒီ ခေါက်ဖုန်းကတော့ တကယ်လက်လန်တယ်,73886,3283,90,9:53,593,2025-02-27,13:00,Thursday,First Impressions
ckEm60JmZXs,Tech နယ်ပယ်မှာ အားလုံးက အဖေခေါ်ရတဲ့ Company တစ်ခုအကြောင်း,192555,8045,366,28:51,1731,2025-02-26,12:30,Wednesday,Knowledge
ZtSSDuu9fas,အင်တာနက်သုံးရတာ ပျော်စရာမကောင်းတော့ဘူး,199385,10810,690,13:26,806,2025-02-24,12:30,Monday,Knowledge
qYhE-0aZI0k,၁သိန်းဝန်းကျင် tws တွေထဲမှာ ANC ပါပြီး အသံကောင်းတာလိုချင်ရင်,49616,2235,131,11:07,667,2025-02-23,12:30,Sunday,Review
MIsOxUTGly4,Moto X50 Ultra : အတော်မွှေးတဲ့ဖုန်း,74012,3288,165,11:17,677,2025-02-22,12:30,Saturday,First Impressions
Oze1ktn8s0s,Nubia Z70 Ultra : အတော်ထူးဆန်းတဲ့ဖုန်း,98345,3837,174,19:55,1195,2025-02-21,12:30,Friday,Showcases
ZSaYDsFrecY,iPhone SE မဟုတ်တဲ့ iPhone 16e ကိုဘယ်လိုမြင်လဲ?,92324,4047,319,8:07,487,2025-02-20,13:17,Thursday,First Impressions
PPuaKGNcNQc,မှောင်ဖို့ပဲ Telegram သုံးမနေနဲ့,203426,11890,375,10:01,601,2025-02-17,13:30,Monday,Tips & Tricks
xL5LCLvepGM,OPPO Reno 13 : Showcase,76130,2792,185,12:09,729,2025-02-15,12:31,Saturday,Showcases
40KSi5BwvMk,Mars ပေါ်မှာ လူတွေနေနိုင်ဖို့ ဘယ်လောက်နီးနေပြီလဲ?,321640,9254,515,24:33,1473,2025-02-14,12:30,Friday,Knowledge
fbKnVGoahQc,iPhone တွေမှာ starlink built in သုံးလို့ရတော့မယ် | Wassup,78494,3270,130,10:34,634,2025-02-07,14:00,Friday,Wassup
aLKqmk536CM,ဒီဖုန်းနဲ့ ဂိမ်းဆော့ရတာ Cheat Code နဲ့ဆော့ရသလိုပဲ,282025,8822,367,21:47,1307,2025-02-04,12:30,Tuesday,Review
RPbtiBLlJ8A,Deepseek နဲ့ ပတ်သက်ပြီး မြင်သမျှမယုံနဲ့,264763,11709,513,31:04,1864,2025-02-01,16:30,Saturday,Knowledge
sWxbV9e5HTI,Xiaomi မဟုတ်တဲ့ Flagship Killer ဆိုတာ ဘယ်လိုမျိုးလဲ?,85099,3247,178,11:50,710,2025-01-30,14:30,Thursday,Comparison
xczfIaOMeDA,Custom ဖုန်းတစ်လုံး ထုတ်ဖို့ ဘယ်လောက် ကုန်မလဲ? | Reaction,121128,5628,254,18:15,1095,2025-01-28,15:11,Tuesday,Reaction Videos
-R1zUP9AxR8,၈နှစ်တစ်ခါပေါ်လို့လာတဲ့ Nintendo Switch | Wassup,47393,2127,71,10:03,603,2025-01-26,12:30,Sunday,Wassup
LAtwTjWV1MU,Emoji နဲ့ ခေတ်သစ်ယဉ်ကျေးမှု,64673,4464,508,11:39,699,2025-01-24,12:30,Friday,Knowledge
cTJbPvDRzlU,Flagship ပိုဆန်လာတဲ့ OPPO ရဲ့ Reno series,56968,2541,154,10:50,650,2025-01-23,12:30,Thursday,Showcases
Ra8vmjTcq0E,S25 Series မိတ်ဆက်ပွဲ Galaxy Unpacked 2025 တူတူကြည့်ကြမယ်,39162,1594,53,83:27,5007,2025-01-22,19:35,Wednesday,Launch Events
MiL3ygWMHrw,ပါးပေမယ့်မပူတဲ့ဖုန်း | Infinix Hot 50 Pro+ Showcase,98355,3342,211,11:37,697,2025-01-22,17:48,Wednesday,Showcases
Zrrd1EtDet0,CES ၂၀၂၅ မှာ ကျွန်တော်တို့အကြိုက်ဆုံး Product တွေ | Wassup,43065,2025,108,10:19,619,2025-01-16,13:00,Thursday,Wassup
pxO5l3zgqNk,ဖုန်းပါးပါးလေးတွေခေတ်ပြန်ရောက်လာပြီလား?,70662,3433,209,7:49,469,2025-01-15,13:01,Wednesday,Showcases
QXc3ReeBgyI,2025 မှာ OPPO ဖုန်းဝယ်မယ်ဆိုရင် ဘယ်လို experience ရမလဲ?,56021,2549,178,14:13,853,2025-01-14,14:00,Tuesday,Showcases
3Ka201QQIr8,RTX 50 series ထွက်ပြီ | Wassup,63129,3153,126,13:18,798,2025-01-09,13:30,Thursday,Wassup
YRDHRL4Akeo,Infinix Hot 50i : ဈေးမကြီးဘဲနဲ့ အတော်လေးလှတဲ့ဖုန်း,116760,3937,161,7:51,471,2025-01-08,13:30,Wednesday,uncategorized
hcZe8GXc90Y,တကယ်မိုက်တဲ့ ၆၈ သိန်းတန် Tablet ကြီး?,89933,3177,146,13:00,780,2025-01-07,12:30,Tuesday,Showcases
Uc_IdqRxsOg,Tech ပစ္စည်းတွေကို အချိုအချောင် ဘယ်လိုနှိုက်မလဲ?,90775,4858,179,14:12,852,2025-01-05,14:00,Sunday,Knowledge
iyuY-HNP0AI,ခေတ်အဆက်ဆက်က မြန်မာစာ,236422,10380,1279,66:39,3999,2025-01-03,16:29,Friday,Knowledge
acq-D7Hpoec,Satellite တွေဘယ်လိုအလုပ်လုပ်လဲ?,362977,11292,435,37:54,2274,2025-01-02,14:30,Thursday,Knowledge
f_5xuRG9Uw0,Kpay ပေါက်ပြန်ပြီလား? | Wassup,183394,9220,300,12:20,740,2025-01-01,15:00,Wednesday,Wassup
louNikybDxo,မအောင်မြင်လိုက်တဲ့ ဖုန်း Trend တွေ,190099,5976,435,23:38,1418,2024-12-31,14:30,Tuesday,Knowledge
EiohFViZQTA,Signature Look ပျောက်သွားရှာတဲ့ Redmi K80 Pro Unboxing,164980,5179,278,11:00,660,2024-12-28,13:30,Saturday,uncategorized
U7QdpoV3hN4,Anker ရဲ့ Soundcore R50i NC က ပေါချောင်ကောင်းဖြစ်ရဲ့လား?,66847,2843,226,11:25,685,2024-12-27,12:30,Friday,Paw Chaung Kaung
nzYcjj2QTTo,မြင်ဖူးသမျှထဲမှာအားအခံဆုံး နဲ့ Graphics အကောင်းဆုံး Intel CPU နဲ့  laptop?,55481,1967,102,12:34,754,2024-12-26,12:30,Thursday,Showcases
H1WlKdq7-Go,တရုတ် Region iPhone တွေအတွက် သတင်းကောင်း | Wassup,58546,2601,98,8:47,527,2024-12-25,12:30,Wednesday,Wassup
3-XyZcBGPSM,ဘာလာလာ အကုန်လုပ်လို့ရတဲ့ Superapp ဆိုတာဘာလဲ? ဘယ်လိုအလုပ်လုပ်လဲ?,168306,6810,218,12:59,779,2024-12-24,16:09,Tuesday,Knowledge
XPI2eo70aUs,ဖုန်းလိုင်းတစ်လိုင်းနဲ့တစ်လိုင်း လိုင်းဆွဲအားမတူတာ ဘာကြောင့်လဲ?,73366,3709,134,13:52,832,2024-12-23,14:30,Monday,Knowledge
REmxi9i0A6Y,vivo X200 Pro လား OPPO Find X8 လား?,79783,2916,225,15:50,950,2024-12-22,13:00,Sunday,Comparison
44004wQAE-c,သွားဆေးလောကမှာ AI ကို ဘယ်လိုအသုံးချလဲ? | Tech Talk,118454,3787,193,84:35,5075,2024-12-21,16:45,Saturday,Tech Talk
OfL_-XC8Jqk,Honor ရဲ့ Gaming Phone အသစ်? | Wassup,56044,2927,106,9:40,580,2024-12-20,12:30,Friday,Wassup
zO2Uxv0dGVk,သွေးပေါင်ချိန်တိုင်းလို့ရတဲ့ Smart Watch | Huawei Watch D2,39503,2071,203,12:31,751,2024-12-19,13:01,Thursday,Showcases
dFFWXnomUnU,ROG Ally X က handheld gaming အတွက်ဘယ်လိုနေလဲ?,53303,2151,116,11:53,713,2024-12-18,14:30,Wednesday,Showcases
zgoR1hfvOl0,WiFi တွေမှာဖြစ်တတ်တဲ့ပြသနာတွေကို ဘယ်လိုဖြေရှင်းကြမလဲ?,119925,5888,273,12:26,746,2024-12-17,14:00,Tuesday,Knowledge
9AKCLis7TPw,မောင်းစရာမလိုတဲ့ကားတွေဖြစ်လာဖို့ ဘယ်လောက်လိုသေးလဲ?,61716,2540,135,23:46,1426,2024-12-16,15:00,Monday,Knowledge
b7OAa1CafEI,Aphrodite ရဲ့ ဂိုထောင်ရှင်းပွဲ,26515,1267,36,1:31,91,2024-12-15,12:30,Sunday,uncategorized
2KjkrdxUKLA,GTA 5 ကိုဖုန်းမှာဘယ်လိုဆော့မလဲ?,274294,11786,359,13:00,780,2024-12-14,12:30,Saturday,Showcases
Vrd4mK06WL8,Bluetooth မွေးဖွားလာပုံ,91737,4118,214,17:18,1038,2024-12-13,12:30,Friday,Knowledge
geFRfX6O4ts,OPPO ရဲ့ Flagship ဆိုတာ ဘယ်လိုမျိုးလဲ?,48942,2217,195,15:59,959,2024-12-12,12:30,Thursday,Showcases
mIiKg2excGw,တစ်လ ကိုးသိန်းပဲကျမယ့် ChatGPT Pro 🥲 : wassup,65920,2903,138,10:51,651,2024-12-11,13:00,Wednesday,Wassup
aqqM28lO6hQ,iPhone က ပြောင်းလဲပေးခဲ့တဲ့ Smartphone Industry,127997,5054,255,17:27,1047,2024-12-10,14:00,Tuesday,uncategorized
mEMGnjceJT0,Nuclear Technology ဘယ်လိုအလုပ်လုပ်လဲ?,335708,12785,627,21:51,1311,2024-12-09,13:00,Monday,Knowledge
QdoYrLEotjw,Honor Magic 7 Pro ကကင်မရာ အကောင်းဆုံးပဲလား?,72785,2898,234,20:07,1207,2024-12-08,14:30,Sunday,First Impressions
_UpDZsk5dTc,မမြင်ရပေမယ့် Video Edit လုပ်နိုင်တဲ့သူ  : Tech Talk,85130,6284,308,31:43,1903,2024-12-07,14:00,Saturday,Tech Talk
WKYcIgrx9hI,Greenline ဘာကြောင့်ဖြစ်?,186708,8226,745,12:29,749,2024-12-06,14:30,Friday,Knowledge
upZz845bJY4,Youtuber လုပ်ရတာလွယ်လား?,203303,12382,731,17:08,1028,2024-12-05,12:30,Thursday,Knowledge
JPSlfco2XfY,Wassup : Social Media ဘန်းခံလိုက်ရတဲ့ သြဇီက ကလေးတွေ,53063,3240,133,8:05,485,2024-12-04,13:00,Wednesday,Wassup
f2qJc_QdPzs,၂၀၂၅ မှာ မမြင်ချင်တော့တဲ့ ဖုန်းတွေ,176975,6906,358,18:20,1100,2024-12-03,14:30,Tuesday,Knowledge
LwAZwYMXRbY,မြန်မာနိုင်ငံကို Official ဝင်တဲ့ဖုန်းတွေက ဂျင်းတွေလား?,88098,4650,235,23:41,1421,2024-12-02,13:30,Monday,Knowledge
Ux8jI8ybb3Y,Google က ကြောက်စရာကြီးလား?,234022,10446,551,15:04,904,2024-12-01,14:00,Sunday,Knowledge
CH6ybnY6eZk,အာကာသထဲမှာ ပိုက်ဆံရှာမယ့် ခေတ်ရောက်တော့မယ်,194416,7835,445,15:51,951,2024-11-30,13:30,Saturday,Tech Talk
_p7Rcn47aiY,သဲမှသည် Chip ဆီသို့,329873,14190,795,35:18,2118,2024-11-29,12:30,Friday,Knowledge
zNVi-1d489E,KPay ထဲက ပိုက်ဆံတွေပါသွားတယ်ဆိုတာ...,323245,15928,425,6:55,415,2024-11-28,13:01,Thursday,Knowledge
KHCZYMjxyZw,Wassup : သောက်တရမ်းကြမ်းတဲ့ Redmi K80 Series နဲ့ တခြား Tech သတင်းတွေ,93689,4777,156,12:17,737,2024-11-27,12:30,Wednesday,Wassup
rXPUEiBVgnE,ထူးလဲထူး ရူးလဲရူးတဲ့ ဒို့ကိုကြီး Elon,789209,26177,1042,34:13,2053,2024-11-26,14:30,Tuesday,Knowledge
VIrGOMyBxJU,Price to performance ‌ကောင်းတဲ့ဖုန်းတွေရဲ့ပြသနာ,78794,4055,399,13:30,810,2024-11-25,13:06,Monday,Showcases
D_-EkunWBG4,Honor X7c က တကယ်ပဲ “ဒေါင်ဒေါင်မြည်” လား?,48592,2124,125,8:24,504,2024-11-24,12:30,Sunday,Showcases
aA7KSvRlHUE,Display တွေရဲ့ အလင်းအား Nit ဆိုတာဘာလဲ,40938,2777,100,8:25,505,2024-11-23,13:30,Saturday,Knowledge
25Z10E6tMog,Viber ကို ဆရာကျကျတကယ်သုံးတတ်ပြီလား?,205891,9676,287,7:18,438,2024-11-22,13:30,Friday,Showcases
z_fSxtcj1mQ,Honor Pad X8a : ကလေးတွေ စာသင်ဖို့ ဈေးတန်တဲ့ Tablet ရှာနေရင်ဒါကိုကြည့်,49439,1879,121,7:52,472,2024-11-21,12:30,Thursday,Showcases
k6aQviFAk68,Wassup : လူကိုပြန်ဖြဲတဲ့ AI,45532,2671,103,8:41,521,2024-11-20,16:00,Wednesday,Wassup
XVb7LwzBHHA,ဈေးအရမ်းမကြီးတဲ့ Samsung Flagship က ဘယ်လောက်ကောင်းနိုင်မလဲ?,95614,3653,199,7:08,428,2024-11-19,12:30,Tuesday,Showcases
mzPIh10gNQ0,AI Search Engine ဆိုတာ ဘာလဲ?,68740,3791,123,12:29,749,2024-11-18,13:45,Monday,Knowledge
ut-F0iVbbGo,Xiaomi 15 Pro : ပျင်းဖို့တော့ကောင်းတယ်,122294,5153,332,14:56,896,2024-11-17,14:00,Sunday,First Impressions
U0KWLh2oE28,Tech Talk : BATTERY evolution,125032,5857,224,15:58,958,2024-11-16,13:30,Saturday,Tech Talk
cgAsoz0SeDg,Galaxy A06 ကိုဘယ်သူတွေဝယ်သင့်လဲ?,70396,2474,165,8:11,491,2024-11-15,14:00,Friday,Showcases
WhUSdpa79k4,၃သိန်းကျော်နဲ့ itel A80 က ဘယ်လိုနေလဲ?,34068,1629,21,0:50,50,2024-11-15,10:00,Friday,Reels
UMUUM2P8K6Y,iPhone XS Max ရဲ့ နောက်ဆုံးထွက်သက်,175573,7654,474,11:08,668,2024-11-14,14:30,Thursday,Review
YTqc-sls_xY,Wassup : REDMAGIC 10 Pro နဲ့ အခြားဒီအပတ်အတွက် Tech သတင်းတွေ,53388,3010,117,10:06,606,2024-11-13,15:00,Wednesday,Wassup
M6kcPzckbj0,အကောင်သေးသေးနဲ့ အဆိပ်ပြင်းတဲ့ vivo X200 Pro Mini,93934,3942,183,7:19,439,2024-11-12,14:30,Tuesday,First Impressions
8DhSrMody4k,Android နဲ့ မပတ်သက်တေ့တဲ့ Harmony OS Next ဆိုတာဘာလဲ?,82562,3712,323,13:05,785,2024-11-11,14:38,Monday,Knowledge
AW6LBBghda0,iPhone နဲ့ Pixel ကို Ban hammer ကျွေးလိုက်တဲ့ အင်ဒိုနီးရှား,120416,5350,239,7:52,472,2024-11-10,13:30,Sunday,Knowledge
1F-O97_5qa4,Tech Talk : ကမ္ဘာ့ Chip အရေး,72642,4231,163,12:21,741,2024-11-09,12:30,Saturday,Tech Talk
BGHuGon2Ibg,Tecno Camon 30S Pro : ၁၀သိန်းဝန်းကျင်က နောက်ထပ် ရွေးစရာဖုန်းတစ်လုံး,55086,2037,148,9:36,576,2024-11-08,13:00,Friday,Showcases
I0avS6qr_tQ,Android Tablet တွေမှာ Physical Keyboard နဲ့ Myanmar Font ဘယ်လိုရိုက်မလဲ?,46222,2382,64,1:45,105,2024-11-07,12:54,Thursday,Tips & Tricks
1DU1ElupPpE,Wassup : Snapdragon 8 Elite နဲ့ မိတ်ဆက်ခဲ့တဲ့ Smartphone တွေ,48389,3288,148,10:17,617,2024-11-06,14:00,Wednesday,Wassup
t-x1FZqRsKo,အင်တာနက် ပင်မကျောရိုးအကြောင်း,365888,17659,390,16:54,1014,2024-11-05,11:30,Tuesday,Knowledge
ZlzKDd16udY,Snapdragon X Elite သုံးထားတဲ့ vivobook S15 ကို ဝယ်သင့်လား?,35293,1380,87,11:30,690,2024-11-01,13:30,Friday,Review
MHlzUielRms,ကျွန်တော့်ရဲ့ဖုန်းအသစ်လေးနဲ့ မိတ်ဆက်ပေးမယ် : Honor Magic V3 Review,110797,4067,204,16:14,974,2024-10-31,13:00,Thursday,Review
Zvq7VZY6MD4,Xiaomi 15 Announcement : အနာဂတ်ရဲ့ Xiaomi တွေလာပြီ,113464,4290,224,12:35,755,2024-10-30,14:30,Wednesday,Launch Events
h_1b_3JwPUw,နိုင်ငံတော်ဖုန်းဖြစ်ထိုက်ရဲ့လား? : Redmi Note 14 Pro Plus Review,574821,14406,1043,15:41,941,2024-10-28,12:30,Monday,Review
nGXsU0Kir9E,oppo A3 က ဘယ်လိုလူတွေအတွက်ဖြစ်မလဲ?,42791,1414,83,7:33,453,2024-10-27,13:30,Sunday,First Impressions
MP4aoeS3KBw,OPPO A3 ကို မျိုးစုံနှိပ်စက်ကြည့်တဲ့အခါ,38296,1599,85,5:26,326,2024-10-26,12:30,Saturday,uncategorized
vkXqe3lIvSQ,OPPO A3 droptest Teaser #OPPOA3 #အကြမ်းပတမ်းသုံးOPPOA3ဖုန်း,10613,519,14,0:57,57,2024-10-25,12:31,Friday,uncategorized
5A28lhz9kYs,Tecno ရဲ့ ၁၅ သိန်းတန် ခေါက်ဖုန်း,99005,3600,276,13:20,800,2024-10-18,12:30,Friday,Showcases
2y8DLPE91Vc,ESL One Bangkok တူတူကြည့်ကြမယ်,19583,957,54,12:27,747,2024-10-17,12:30,Thursday,Showcases
cwWZ51ox9ds,တစ်နေရာကလွဲရင် အကုန်လုံးပိုကောင်းလာတဲ့ vivo V40,90272,3196,205,11:04,664,2024-10-14,12:30,Monday,Showcases
WKElxLPeTLs,သိန်း ၂သောင်းတန်ဖုန်းရဲ့နောက်ကွယ်မှာ ဘာတွေရှိလဲ?,601724,16338,615,17:22,1042,2024-10-08,12:30,Tuesday,Knowledge
BG6p0QDdu4s,နိုင်ငံတော် ဖုန်းအသစ်တွေလာပြီ,224696,8712,455,11:44,704,2024-10-03,12:30,Thursday,First Impressions
Y9glxdDP6Ic,ပါးရင် Performance မကောင်းရဘူးလို့ဘယ်သူပြောလဲ?,35159,1179,54,9:33,573,2024-10-02,12:30,Wednesday,Showcases
x5TLolBYtr4,မြန်မာနိုင်ငံနဲ့ အတော်တူတဲ့ Indian ဖုန်းဈေးကွက်,164563,6145,248,14:13,853,2024-09-29,12:30,Sunday,Knowledge
BMojJ1mayPA,Pixel 9 Pro XL : သူများနဲ့မတူချင်ရင်ဒီ Flagship ကိုင်ရမှာလား?,135453,3971,249,19:06,1146,2024-09-27,07:34,Friday,uncategorized
YUQcb39AG1w,အသစ်စက်စက် Alphabuds တွေကို Tier List လုပ်ကြည့်မယ်,40561,1480,75,23:03,1383,2024-09-25,12:30,Wednesday,Showcases
eTLtf4Xfo_0,"""အ"" လေးလုံးဆောင် အိုတောင်မဆင်းရဲ #အ၄လုံးဆောင်ဂျင်းရှောင်",9452,726,11,1:00,60,2024-09-25,11:38,Wednesday,Knowledge
0ADnmzjO5bA,ကွက်ပျောက်ဖုန်းတွေ ဝယ်တော့မယ်ဆိုရင်...,152974,5562,304,14:17,857,2024-09-24,12:30,Tuesday,Knowledge
kXNzp-0mi24,အားခံ၊အကြမ်းခံမယ့် Entry Level ဖုန်းရှာနေရင် ဒါကိုကြည့်..,40598,1672,61,6:43,403,2024-09-23,12:30,Monday,Showcases
jszu3a1V3h4,Infinix ZERO 40 4G : Showcase,35306,1488,125,9:16,556,2024-09-22,12:30,Sunday,Showcases
OWdsGU5N7NE,ရှင်းမလိုလိုနဲ့ အတော်ရှုတ်တဲ့ USB C,153328,5366,151,22:37,1357,2024-09-21,12:30,Saturday,Knowledge
6v0kFdZvHcQ,အိုင်ဖုန်း ၁၆ ပရိုဆီးရီး First Impression,367762,9615,552,15:48,948,2024-09-20,13:42,Friday,Unboxing
f9FhI0pNhxk,Huawei Watch GT5 Series သို့မဟုတ် Luxury Smartwatch?,52269,1825,100,19:04,1144,2024-09-19,13:30,Thursday,Showcases
LDR9mc7Bu9k,ဆိုနီတို့ကတော့ လုပ်ချလိုက်ပြန်ပြီ,147328,5373,163,12:39,759,2024-09-11,16:00,Wednesday,Launch Events
iyZmYWzv3R8,Huawei ရဲ့ ဆရာကြီးဖုန်း,153836,5883,298,11:39,699,2024-09-10,14:24,Tuesday,Launch Events
MaBaEGhMpz4,iPhone သစ်မိတ်ဆက်ပွဲ 2024 ဗားရှင်း,277697,9466,364,20:39,1239,2024-09-09,22:17,Monday,Reaction Videos
